Match_Id,Track,Name,Rank,Time,Kart,드리프트,가속력,코너링,부스터시간,부스터충전량
쿤큔큔/93,쥐라기 공룡 결투장,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/93,쥐라기 공룡 결투장,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/94,월드 이탈리아 피사의 사탑,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/94,월드 이탈리아 피사의 사탑,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/94,월드 이탈리아 피사의 사탑,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/95,1920 아슬아슬 비행장,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/95,1920 아슬아슬 비행장,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/95,1920 아슬아슬 비행장,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/96,비치 해변 드라이브,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/96,비치 해변 드라이브,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/96,비치 해변 드라이브,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/97,브로디 비밀의 연구소,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/97,브로디 비밀의 연구소,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/97,브로디 비밀의 연구소,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/98,월드 리오 다운힐,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/98,월드 리오 다운힐,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/98,월드 리오 다운힐,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/99,메이플 헤네시스 공원,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/99,메이플 헤네시스 공원,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/99,메이플 헤네시스 공원,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/100,메이플 리스항구 언덕길,쿠앤크맛치킨,2.0,78.19,파이어 마라톤 V1,1015.0,1024.0,950.0,1000.0,560.0
쿤큔큔/100,메이플 리스항구 언덕길,LSBchampions,3.0,78.76,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
쿤큔큔/100,메이플 리스항구 언덕길,서졍민,4.0,78.86,플라즈마 V1,1060.0,1020.0,970.0,880.0,800.0
Fairy레오/4,빌리지 지우펀,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/4,빌리지 지우펀,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/4,빌리지 지우펀,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/5,[Reverse] 차이나 골목길 대질주,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/5,[Reverse] 차이나 골목길 대질주,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/5,[Reverse] 차이나 골목길 대질주,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/6,광산 3개의 지름길,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/6,광산 3개의 지름길,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/6,광산 3개의 지름길,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/7,광산 꼬불꼬불 다운힐,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/7,광산 꼬불꼬불 다운힐,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/7,광산 꼬불꼬불 다운힐,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/8,포레스트 지그재그,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/8,포레스트 지그재그,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/8,포레스트 지그재그,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/9,빌리지 붐힐터널,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/9,빌리지 붐힐터널,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/9,빌리지 붐힐터널,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/10,브로디 비밀의 연구소,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/10,브로디 비밀의 연구소,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/10,브로디 비밀의 연구소,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/11,님프 바다 신전의 비밀,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/11,님프 바다 신전의 비밀,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/11,님프 바다 신전의 비밀,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/12,포레스트 오싹한 공중다리,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/12,포레스트 오싹한 공중다리,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/12,포레스트 오싹한 공중다리,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/13,공동묘지 해골성 대탐험,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/13,공동묘지 해골성 대탐험,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/13,공동묘지 해골성 대탐험,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/14,동화 이상한 나라의 문,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/14,동화 이상한 나라의 문,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/14,동화 이상한 나라의 문,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/15,팩토리 두 개의 공장,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/15,팩토리 두 개의 공장,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/15,팩토리 두 개의 공장,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/16,황금문명 오르에트 황금 좌표,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/16,황금문명 오르에트 황금 좌표,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/16,황금문명 오르에트 황금 좌표,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/17,해적 가파른 감시탑,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/17,해적 가파른 감시탑,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/17,해적 가파른 감시탑,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/18,문힐시티 숨겨진 지하터널,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/18,문힐시티 숨겨진 지하터널,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/18,문힐시티 숨겨진 지하터널,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/19,대저택 은밀한 지하실,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/19,대저택 은밀한 지하실,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/19,대저택 은밀한 지하실,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/20,해적 로비 절벽의 전투,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/20,해적 로비 절벽의 전투,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/20,해적 로비 절벽의 전투,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/21,노르테유 전투비행장,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/21,노르테유 전투비행장,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/21,노르테유 전투비행장,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/22,사막 놀라운 공룡 유적지,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/22,사막 놀라운 공룡 유적지,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/22,사막 놀라운 공룡 유적지,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/23,차이나 황산,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/23,차이나 황산,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/23,차이나 황산,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/24,차이나 라사,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/24,차이나 라사,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/24,차이나 라사,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/25,차이나 골목길 대질주,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/25,차이나 골목길 대질주,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/25,차이나 골목길 대질주,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/26,차이나 용의 운하,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/26,차이나 용의 운하,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/26,차이나 용의 운하,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/27,차이나 서안 병마용 2,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/27,차이나 서안 병마용 2,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/27,차이나 서안 병마용 2,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/28,차이나 서안 병마용,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/28,차이나 서안 병마용,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/28,차이나 서안 병마용,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/29,네모 강철바위 용광로,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/29,네모 강철바위 용광로,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/29,네모 강철바위 용광로,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/30,쥐라기 공룡 무덤,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/30,쥐라기 공룡 무덤,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/30,쥐라기 공룡 무덤,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/31,월드 리오 다운힐,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/31,월드 리오 다운힐,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/31,월드 리오 다운힐,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/32,네모 산타의 비밀공간,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/32,네모 산타의 비밀공간,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/32,네모 산타의 비밀공간,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/33,사막 놀라운 공룡 유적지,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/33,사막 놀라운 공룡 유적지,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/33,사막 놀라운 공룡 유적지,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/34,빌리지 운명의 다리,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/34,빌리지 운명의 다리,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/34,빌리지 운명의 다리,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/35,아이스 아찔한 헬기 점프,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/35,아이스 아찔한 헬기 점프,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/35,아이스 아찔한 헬기 점프,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/36,포레스트 통곡의 절벽,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/36,포레스트 통곡의 절벽,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/36,포레스트 통곡의 절벽,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/37,월드 파리 에펠탑 다이브,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/37,월드 파리 에펠탑 다이브,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/37,월드 파리 에펠탑 다이브,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/38,월드 두바이 다운타운,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/38,월드 두바이 다운타운,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/38,월드 두바이 다운타운,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/39,차이나 황산,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/39,차이나 황산,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/39,차이나 황산,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/40,1920 아슬아슬 비행장,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/40,1920 아슬아슬 비행장,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/40,1920 아슬아슬 비행장,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/41,메이플 레헬른 악몽의 시계탑,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/41,메이플 레헬른 악몽의 시계탑,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/41,메이플 레헬른 악몽의 시계탑,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/42,네모 장난감 선물공장,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/42,네모 장난감 선물공장,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/42,네모 장난감 선물공장,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/43,빌리지 고가의 질주,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/43,빌리지 고가의 질주,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/43,빌리지 고가의 질주,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/44,빌리지 운명의 다리,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/44,빌리지 운명의 다리,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/44,빌리지 운명의 다리,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/45,1920 아슬아슬 비행장,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/45,1920 아슬아슬 비행장,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/45,1920 아슬아슬 비행장,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/46,차이나 라사,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/46,차이나 라사,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/46,차이나 라사,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/47,브로디 비밀의 연구소,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/47,브로디 비밀의 연구소,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/47,브로디 비밀의 연구소,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/48,메이플 헤네시스 공원,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/48,메이플 헤네시스 공원,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/48,메이플 헤네시스 공원,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/49,빌리지 남산,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/49,빌리지 남산,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/49,빌리지 남산,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/50,메이플 레헬른 악몽의 시계탑,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/50,메이플 레헬른 악몽의 시계탑,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/50,메이플 레헬른 악몽의 시계탑,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/51,비치 해변 드라이브,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/51,비치 해변 드라이브,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/51,비치 해변 드라이브,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/52,코리아 제주 해오름 다운힐,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/52,코리아 제주 해오름 다운힐,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/52,코리아 제주 해오름 다운힐,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/53,월드 뉴욕 대질주,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/53,월드 뉴욕 대질주,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/53,월드 뉴욕 대질주,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/54,신화 신들의 세계,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/54,신화 신들의 세계,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/54,신화 신들의 세계,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/55,노르테유 스카이웨이,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/55,노르테유 스카이웨이,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/55,노르테유 스카이웨이,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/56,WKC 코리아 서킷,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/56,WKC 코리아 서킷,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/56,WKC 코리아 서킷,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/57,메이플 리스항구 언덕길,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/57,메이플 리스항구 언덕길,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/57,메이플 리스항구 언덕길,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/58,차이나 황산,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/58,차이나 황산,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/58,차이나 황산,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/59,쥐라기 공룡 결투장,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/59,쥐라기 공룡 결투장,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/59,쥐라기 공룡 결투장,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/60,네모 산타의 비밀공간,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/60,네모 산타의 비밀공간,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/60,네모 산타의 비밀공간,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/61,월드 이탈리아 피사의 사탑,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/61,월드 이탈리아 피사의 사탑,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/61,월드 이탈리아 피사의 사탑,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/62,월드 리오 다운힐,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/62,월드 리오 다운힐,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/62,월드 리오 다운힐,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/63,차이나 서안 병마용 2,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/63,차이나 서안 병마용 2,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/63,차이나 서안 병마용 2,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
Fairy레오/64,쥐라기 공룡 무덤,Fairy아들,2.0,117.83,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/64,쥐라기 공룡 무덤,Fairy레오,3.0,124.49,렉키 V1,1020.0,1020.0,965.0,780.0,880.0
Fairy레오/64,쥐라기 공룡 무덤,침착혜혜,4.0,124.91,나이트 세이버 V1,1050.0,1024.0,965.0,950.0,600.0
